Name:
HDR-T;HDR-CE;HDR-SE;HDR-V;FSC-A;SSC-A;V1-A;B1-A;R1-A
Username:
HDR-T;HDR-CE;HDR-SE;HDR-V;FSC-A;SSC-A;V1 VioBlue-A;B1 FITC-A;R1 APC-A
Id:
0;0;0;0;1;2;3;5;8
Resolution:
4;4;4;4;4;4;4;4;4
Data min:
0.;0.;0.;0.;0.;0.;0.;0.;0.
Data max:
40.48320007324219;1000.;1000.;25.;1000.;1000.;1000.;1000.;1000.
Format:
Linear;Linear;Linear;Linear;Linear;Linear;Linear;Linear;Linear
Scale:
Linear;Linear;Linear;Linear;Hyperlogarithmic;Hyperlogarithmic;Hyperlogarithmic;Hyperlogarithmic;Hyperlogarithmic
Data factor:
2.470160461962223e-002;1.000000047497451e-003;1.000000047497451e-003;3.999999910593033e-002;1.000000047497451e-003;1.000000047497451e-003;1.000000047497451e-003;1.000000047497451e-003;1.000000047497451e-003
Gain:
1.;1.;1.;1.;1.;1.;1.;1.;1.
Data:
0.523654580116272;1.690333359874785e-003;1.690333359874785e-003;0.3515999913215637;5.507209151983261e-002;9.922903031110764e-003;8.642401546239853e-003;6.428134511224926e-004;4.785569384694099e-003
0.5237460136413574;1.690666656941176e-003;1.690666656941176e-003;0.3515999913215637;6.773320585489273e-002;1.758123002946377e-002;1.762099750339985e-002;5.41861318051815e-002;2.585424296557903e-002
0.5238252282142639;1.690999954007566e-003;1.690999954007566e-003;0.3515999913215637;6.180367991328239e-002;1.022356376051903e-002;8.326640352606773e-003;1.825551851652563e-003;3.343385877087712e-003
0.5238486528396606;1.691333367489278e-003;1.691333367489278e-003;0.3515999913215637;6.516792625188828e-002;1.263967994600534e-002;8.671444840729237e-003;1.242941943928599e-003;4.246183205395937e-003
0.5240079760551453;1.691666664555669e-003;1.691666664555669e-003;0.3515999913215637;5.405524745583534e-002;9.954314678907394e-003;9.12481639534235e-003;8.903004927560687e-004;7.055324967950583e-003
0.5243031978607178;1.691999961622059e-003;1.691999961622059e-003;0.3515999913215637;8.109952509403229e-002;1.645305380225182e-002;1.375830639153719e-002;3.769591078162193e-002;9.360549040138722e-003
0.5243791937828064;1.692666672170162e-003;1.692666672170162e-003;0.3515999913215637;6.946370750665665e-002;1.590247265994549e-002;1.462611928582192e-002;2.62744352221489e-002;1.918520964682102e-002
0.5245637893676758;1.692999969236553e-003;1.692999969236553e-003;0.3515999913215637;5.394750833511353e-002;1.171802263706923e-002;8.862604387104511e-003;8.237200090661645e-004;5.402025766670704e-003
0.5248423218727112;1.693333382718265e-003;1.693333382718265e-003;0.3532799780368805;6.066366285085678e-002;1.647394895553589e-002;1.101719308644533e-002;1.597520662471652e-003;3.037017537280917e-003
0.5250204205513001;1.693666679784656e-003;1.693666679784656e-003;0.3532799780368805;7.384535670280457e-002;2.001371048390865e-002;1.821764744818211e-002;3.867948427796364e-002;1.404736563563347e-002
0.5250455737113953;1.693999976851046e-003;1.693999976851046e-003;0.3532799780368805;6.947756558656693e-002;1.757765561342239e-002;9.172795340418816e-003;1.802706974558532e-003;4.839644301682711e-003
0.5250930786132813;1.694333273917437e-003;1.694333273917437e-003;0.3532799780368805;5.07584847509861e-002;9.405003860592842e-003;8.870700374245644e-003;7.856949232518673e-004;3.64676327444613e-003
0.5254103541374207;1.69499998446554e-003;1.69499998446554e-003;0.3532799780368805;5.688982456922531e-002;1.237424928694964e-002;1.05285057798028e-002;1.035405695438385e-002;9.403974749147892e-003
0.5255047082901001;1.695666695013642e-003;1.695666695013642e-003;0.3532799780368805;6.12957663834095e-002;1.09558766707778e-002;9.381699375808239e-003;9.446190670132637e-004;4.736545961350203e-003
0.5255308151245117;1.695999992080033e-003;1.695999992080033e-003;0.3532799780368805;6.359796226024628e-002;1.414739526808262e-002;9.766079485416412e-003;7.900326745584607e-004;4.073622170835733e-003
0.5255656838417053;1.696333289146423e-003;1.696333289146423e-003;0.3532799780368805;5.25534525513649e-002;9.62336640805006e-003;9.124148637056351e-003;1.272837165743113e-003;4.346201661974192e-003
0.5256065726280212;1.696666702628136e-003;1.696666702628136e-003;0.3532799780368805;5.493087321519852e-002;1.25277666375041e-002;8.804143406450748e-003;1.5342659316957e-003;8.289280347526074e-003
0.5258638262748718;1.697666710242629e-003;1.697666710242629e-003;0.3532799780368805;6.199485436081886e-002;1.134832855314016e-002;7.361671421676874e-003;9.500100277364254e-004;6.242920178920031e-003
0.5261307954788208;1.69833330437541e-003;1.69833330437541e-003;0.3532799780368805;6.056977808475494e-002;1.1408313177526e-002;1.011607795953751e-002;1.262024231255055e-002;5.908144637942314e-003
0.5261359214782715;1.698666717857122e-003;1.698666717857122e-003;0.3532799780368805;6.423413008451462e-002;1.510312221944332e-002;1.672733761370182e-002;4.629313200712204e-002;1.775176636874676e-002
0.5261732339859009;1.699000014923513e-003;1.699000014923513e-003;0.3532799780368805;6.745520979166031e-002;1.537657715380192e-002;1.308363117277622e-002;2.146670408546925e-002;4.235633183270693e-003
0.5266374945640564;1.699333311989904e-003;1.699333311989904e-003;0.3532799780368805;6.824411451816559e-002;1.321859005838633e-002;1.372464466840029e-002;2.776313573122025e-002;1.410156209021807e-002
0.5267437696456909;1.699666609056294e-003;1.699666609056294e-003;0.3532799780368805;5.463982746005058e-002;1.009623240679503e-002;8.897688239812851e-003;4.190166364423931e-004;2.520371926948428e-003
0.5269041657447815;1.700000022538006e-003;1.700000022538006e-003;0.3532799780368805;5.591648444533348e-002;1.311175804585218e-002;1.117095164954662e-002;1.639120280742645e-002;4.064631182700396e-003
0.527002215385437;1.700333319604397e-003;1.700333319604397e-003;0.3532799780368805;4.945801198482513e-002;1.080953702330589e-002;8.873757906258106e-003;8.799569914117456e-004;2.467172220349312e-003
0.527022123336792;1.700666616670787e-003;1.700666616670787e-003;0.3532799780368805;6.160101294517517e-002;1.244216505438089e-002;9.785075671970844e-003;6.982390768826008e-003;5.560781341046095e-003
0.5274020433425903;1.702333334833384e-003;1.702333334833384e-003;0.3532799780368805;7.184538990259171e-002;1.489408314228058e-002;1.850441284477711e-002;3.787313401699066e-002;3.005976229906082e-002
0.5274097323417664;1.702666631899774e-003;1.702666631899774e-003;0.3532799780368805;6.239659339189529e-002;1.897467114031315e-002;8.478127419948578e-003;1.809544046409428e-003;2.555151470005512e-003
0.5275012850761414;1.703000045381486e-003;1.703000045381486e-003;0.3549599945545197;4.881777986884117e-002;1.042232383042574e-002;9.394579567015171e-003;2.615133533254266e-003;1.811486785300076e-003
0.5277873277664185;1.703333342447877e-003;1.703333342447877e-003;0.3549599945545197;6.654623150825501e-002;1.30184181034565e-002;1.602431759238243e-002;4.399846866726875e-002;1.446749735623598e-002
0.5277892351150513;1.703666639514267e-003;1.703666639514267e-003;0.3549599945545197;5.469344556331635e-002;1.134015712887049e-002;9.184017777442932e-003;5.31777972355485e-003;4.400159232318401e-003
0.5279465913772583;1.70433335006237e-003;1.70433335006237e-003;0.3549599945545197;4.980473965406418e-002;1.292206533253193e-002;8.835966698825359e-003;9.028085041791201e-004;4.490269348025322e-003
0.5279490351676941;1.704666647128761e-003;1.704666647128761e-003;0.3549599945545197;5.931690707802773e-002;1.051551010459662e-002;8.752367459237576e-003;1.382281188853085e-003;1.441373955458403e-002
0.5282325744628906;1.705999951809645e-003;1.705999951809645e-003;0.3549599945545197;5.152399837970734e-002;8.450931869447231e-003;8.340427652001381e-003;-2.995340946654324e-005;2.981077414005995e-003
0.5282481908798218;1.706333365291357e-003;1.706333365291357e-003;0.3549599945545197;5.968495458364487e-002;1.773938350379467e-002;8.655164390802383e-003;1.889699837192893e-003;6.78334990516305e-003
0.5283516049385071;1.706999959424138e-003;1.706999959424138e-003;0.3549599945545197;6.00547231733799e-002;1.357447076588869e-002;1.346741802990437e-002;2.577592059969902e-002;1.187573559582233e-002
0.5283810496330261;1.70733337290585e-003;1.70733337290585e-003;0.3549599945545197;7.002317905426025e-002;1.614530384540558e-002;1.88844595104456e-002;7.017305493354797e-002;3.134984150528908e-002
0.5287186503410339;1.707999967038631e-003;1.707999967038631e-003;0.3549599945545197;7.398843765258789e-002;2.043749205768108e-002;2.020416036248207e-002;5.696539580821991e-002;1.790695451200008e-002
0.5288349986076355;1.708333380520344e-003;1.708333380520344e-003;0.3549599945545197;6.293301284313202e-002;1.185747887939215e-002;1.440094131976366e-002;2.506124414503574e-002;6.212643347680569e-003
0.5289960503578186;1.708666677586734e-003;1.708666677586734e-003;0.3549599945545197;5.377203226089478e-002;1.30817499011755e-002;8.588711731135845e-003;1.156248967163265e-003;1.301135751418769e-003
0.5293008089065552;1.709333271719515e-003;1.709333271719515e-003;0.3549599945545197;4.790189862251282e-002;1.001759339123964e-002;8.653502911329269e-003;1.298256567679346e-003;2.760800067335367e-003
0.5294327735900879;1.709666685201228e-003;1.709666685201228e-003;0.3549599945545197;6.17893822491169e-002;1.416266057640314e-002;9.604343213140965e-003;1.418004278093576e-003;5.718075204640627e-003
0.529567301273346;1.709999982267618e-003;1.709999982267618e-003;0.3549599945545197;7.642044126987457e-002;1.755818910896778e-002;1.505406852811575e-002;3.535106778144836e-002;2.160885371267796e-002
0.5295764207839966;1.710333279334009e-003;1.710333279334009e-003;0.3549599945545197;5.615705251693726e-002;9.339501149952412e-003;9.158081375062466e-003;1.13771646283567e-003;2.139648888260126e-003
0.529707133769989;1.710666692815721e-003;1.710666692815721e-003;0.3549599945545197;6.432440876960754e-002;1.677118428051472e-002;2.049829997122288e-002;6.737702339887619e-002;2.408422343432903e-002
0.5297132730484009;1.710999989882112e-003;1.710999989882112e-003;0.3549599945545197;5.772484093904495e-002;1.359743066132069e-002;9.63126216083765e-003;8.219199255108833e-003;5.261620506644249e-003
0.5298255681991577;1.711666700430214e-003;1.711666700430214e-003;0.3549599945545197;4.86786961555481e-002;1.287615951150656e-002;9.533959440886974e-003;1.360805123113096e-003;1.940300920978189e-003
0.5299292206764221;1.711999997496605e-003;1.711999997496605e-003;0.3549599945545197;4.777472838759422e-002;1.194154843688011e-002;9.145123884081841e-003;5.757345934398472e-004;4.27084555849433e-003
0.5299936532974243;1.712333294562995e-003;1.712333294562995e-003;0.3549599945545197;4.910661280155182e-002;1.267640665173531e-002;8.475169539451599e-003;1.807023189030588e-003;1.26638375222683e-002
0.5300047397613525;1.712666708044708e-003;1.712666708044708e-003;0.3549599945545197;6.140588223934174e-002;1.534742116928101e-002;8.973658084869385e-003;2.402313752099872e-003;1.084491144865751e-002
0.5302085876464844;1.713666715659201e-003;1.713666715659201e-003;0.3549599945545197;5.949742719531059e-002;1.702742092311382e-002;1.50251230224967e-002;2.962019108235836e-002;1.267013698816299e-002
0.530238151550293;1.714000012725592e-003;1.714000012725592e-003;0.3549599945545197;6.045230850577354e-002;1.454550120979548e-002;1.025082170963287e-002;1.601805351674557e-002;4.659845028072596e-003
0.5303630232810974;1.714666606858373e-003;1.714666606858373e-003;0.3565999865531921;6.860619783401489e-002;1.588415540754795e-002;1.201199181377888e-002;2.706517837941647e-002;5.076717119663954e-003
0.5304400324821472;1.715000020340085e-003;1.715000020340085e-003;0.3565999865531921;6.039809063076973e-002;1.130980812013149e-002;8.170770481228828e-003;1.512361806817353e-003;3.714185673743486e-003
0.5306454300880432;1.715666614472866e-003;1.715666614472866e-003;0.3565999865531921;6.576422601938248e-002;1.399108488112688e-002;8.410191163420677e-003;9.498745785094798e-004;6.455825641751289e-003
0.5307313203811646;1.716000027954578e-003;1.716000027954578e-003;0.3565999865531921;4.980473965406418e-002;9.401185438036919e-003;9.710428304970264e-003;5.47670410014689e-004;2.561105880886316e-003
0.5310704708099365;1.717666629701853e-003;1.717666629701853e-003;0.3565999865531921;6.184714660048485e-002;1.221130322664976e-002;8.717196993529797e-003;4.545394913293421e-004;4.623893182724714e-003
0.53113853931427;1.718333340249956e-003;1.718333340249956e-003;0.3565999865531921;5.699910223484039e-002;1.026004552841187e-002;9.154311381280422e-003;1.167678739875555e-003;2.59282230399549e-003
0.5312772989273071;1.718666637316346e-003;1.718666637316346e-003;0.3565999865531921;6.69606477022171e-002;1.986558549106121e-002;1.763135008513928e-002;3.847317025065422e-002;1.383221242576838e-002
0.5312864780426025;1.719000050798059e-003;1.719000050798059e-003;0.3565999865531921;5.641863867640495e-002;1.055479049682617e-002;9.081404656171799e-003;1.425483380444348e-003;5.369316320866346e-003
0.5319235324859619;1.71966664493084e-003;1.71966664493084e-003;0.3565999865531921;5.549388006329536e-002;1.115967892110348e-002;9.590470232069492e-003;1.179443672299385e-003;3.422075882554054e-003
0.5320624113082886;1.71999994199723e-003;1.71999994199723e-003;0.3565999865531921;4.85345870256424e-002;9.703037329018116e-003;9.170531295239925e-003;9.980238974094391e-004;4.334479570388794e-003
0.5322465300559998;1.720666652545333e-003;1.720666652545333e-003;0.3565999865531921;5.238195136189461e-002;1.040204428136349e-002;8.532715030014515e-003;2.616287209093571e-003;2.197450259700418e-003
0.5322780013084412;1.720999949611723e-003;1.720999949611723e-003;0.3565999865531921;5.347975343465805e-002;9.511076845228672e-003;8.009775541722775e-003;1.157865743152797e-003;3.011765656992793e-003
0.5325211882591248;1.721999957226217e-003;1.721999957226217e-003;0.3565999865531921;5.361438542604446e-002;9.614932350814343e-003;9.543259628117085e-003;6.816551554948092e-003;1.354583259671927e-002
0.5328006148338318;1.72266666777432e-003;1.72266666777432e-003;0.3565999865531921;5.979933962225914e-002;1.076911389827728e-002;9.449921548366547e-003;6.697871256619692e-003;7.905616424977779e-003
0.5328846573829651;1.72299996484071e-003;1.72299996484071e-003;0.3565999865531921;5.46184852719307e-002;1.369871199131012e-002;8.551357313990593e-003;1.182557898573577e-003;1.441789325326681e-003
0.5329819321632385;1.723333378322423e-003;1.723333378322423e-003;0.3565999865531921;5.429978296160698e-002;9.742609225213528e-003;8.43595527112484e-003;4.586582537740469e-003;1.018780004233122e-002
0.5329959988594055;1.723666675388813e-003;1.723666675388813e-003;0.3565999865531921;5.348755046725273e-002;1.370749715715647e-002;8.759635500609875e-003;8.574851672165096e-004;2.425634535029531e-003
0.5331211090087891;1.723999972455204e-003;1.723999972455204e-003;0.3582800030708313;6.566081196069717e-002;1.250268146395683e-002;8.496577851474285e-003;1.492136158049107e-003;7.312432397156954e-003
0.5331954956054688;1.724666683003306e-003;1.724666683003306e-003;0.3582800030708313;5.18624447286129e-002;1.03035531938076e-002;8.72369296848774e-003;1.116750063374639e-003;4.241186194121838e-003
0.5334242582321167;1.724999980069697e-003;1.724999980069697e-003;0.3582800030708313;7.481485605239868e-002;1.581407897174358e-002;1.368560921400785e-002;2.797138690948486e-002;8.569503203034401e-003
0.5335014462471008;1.725333277136087e-003;1.725333277136087e-003;0.3582800030708313;6.714104861021042e-002;1.777265779674053e-002;9.111491031944752e-003;9.157460881397128e-004;7.764470297843218e-003
0.5337520241737366;1.72599998768419e-003;1.72599998768419e-003;0.3582800030708313;5.788316577672958e-002;1.290357764810324e-002;1.067442819476128e-002;9.913237765431404e-003;4.060703329741955e-003
0.5340304970741272;1.726333284750581e-003;1.726333284750581e-003;0.3582800030708313;5.222011730074883e-002;1.144558284431696e-002;9.084134362637997e-003;1.09246177598834e-002;6.361598614603281e-003
0.5342432856559753;1.726666698232293e-003;1.726666698232293e-003;0.3582800030708313;5.88545985519886e-002;1.023689471185207e-002;9.47871059179306e-003;4.580317065119743e-003;8.84135439991951e-003
0.534330427646637;1.726999995298684e-003;1.726999995298684e-003;0.3582800030708313;5.129880458116531e-002;1.13784447312355e-002;8.931686170399189e-003;7.435761508531869e-004;1.146461348980665e-002
0.534332275390625;1.727333292365074e-003;1.727333292365074e-003;0.3582800030708313;5.645003542304039e-002;1.418275851756334e-002;7.451675832271576e-003;5.37352915853262e-003;5.757740698754787e-003
0.5343829393386841;1.727666705846787e-003;1.727666705846787e-003;0.3582800030708313;5.810362100601196e-002;1.293734461069107e-002;9.201142936944962e-003;1.176335732452571e-003;2.221048343926668e-003
0.5344158411026001;1.728000002913177e-003;1.728000002913177e-003;0.3582800030708313;6.39200285077095e-002;1.500125508755446e-002;1.304765231907368e-002;1.851099729537964e-002;7.425802759826183e-003
0.5346357822418213;1.728333299979568e-003;1.728333299979568e-003;0.3582800030708313;6.266432255506516e-002;1.308633293956518e-002;1.098489761352539e-002;8.70022363960743e-003;1.340095698833466e-002
0.5347534418106079;1.72866671346128e-003;1.72866671346128e-003;0.3582800030708313;6.013382971286774e-002;1.605849340558052e-002;1.623431593179703e-002;4.80017401278019e-002;1.037020049989224e-002
0.53487628698349;1.72900001052767e-003;1.72900001052767e-003;0.3582800030708313;6.924578547477722e-002;1.698651351034641e-002;1.757439598441124e-002;4.116039723157883e-002;1.709443330764771e-002
0.5349192023277283;1.729666604660451e-003;1.729666604660451e-003;0.3582800030708313;5.029487609863281e-002;1.27638690173626e-002;9.308874607086182e-003;7.299961871467531e-004;1.883508171886206e-003
0.5350045561790466;1.730000018142164e-003;1.730000018142164e-003;0.3582800030708313;6.022088974714279e-002;1.615636982023716e-002;9.062429890036583e-003;4.054910968989134e-003;2.669926732778549e-003
0.535397469997406;1.730666612274945e-003;1.730666612274945e-003;0.3582800030708313;7.43071511387825e-002;2.02883817255497e-002;1.81106049567461e-002;5.818932503461838e-002;5.58352954685688e-002
0.5354480743408203;1.731000025756657e-003;1.731000025756657e-003;0.3582800030708313;7.059751451015472e-002;1.442034263163805e-002;1.884126663208008e-002;5.780541524291039e-002;2.124482952058315e-002
0.5354520082473755;1.731333322823048e-003;1.731333322823048e-003;0.3582800030708313;5.446618795394898e-002;1.144826784729958e-002;8.778910152614117e-003;3.091956896241754e-004;2.577333245426416e-003
0.5355862379074097;1.732000033371151e-003;1.732000033371151e-003;0.3582800030708313;5.696635693311691e-002;1.539746485650539e-002;8.567467331886292e-003;9.891815716400743e-004;7.381887640804052e-003
0.535702645778656;1.733000040985644e-003;1.733000040985644e-003;0.3582800030708313;5.785315856337547e-002;1.491132006049156e-002;8.365819230675697e-003;2.408453263342381e-003;4.151531029492617e-003
0.5358465909957886;1.733666635118425e-003;1.733666635118425e-003;0.3582800030708313;6.966518610715866e-002;2.05086674541235e-002;1.634645648300648e-002;5.075496062636375e-002;1.794790849089623e-002
0.5359976291656494;1.734000048600137e-003;1.734000048600137e-003;0.3582800030708313;6.734605133533478e-002;1.380402781069279e-002;9.307749569416046e-003;9.556086151860654e-004;4.712121561169624e-003
0.5362616181373596;1.734333345666528e-003;1.734333345666528e-003;0.3582800030708313;5.123314261436462e-002;1.52117321267724e-002;1.260435488075018e-002;2.422422356903553e-002;2.211170271039009e-002
0.5362750291824341;1.734666642732918e-003;1.734666642732918e-003;0.3582800030708313;7.04628974199295e-002;1.320250518620014e-002;1.398760452866554e-002;3.540701419115067e-002;1.284984964877367e-002
0.5363829731941223;1.734999939799309e-003;1.734999939799309e-003;0.3582800030708313;6.454009562730789e-002;1.429984904825687e-002;1.182063948363066e-002;2.505956962704659e-002;9.918330237269402e-003
0.5366936326026917;1.735666650347412e-003;1.735666650347412e-003;0.3582800030708313;5.606061592698097e-002;1.306774839758873e-002;8.972418494522572e-003;1.082487055100501e-003;2.590392716228962e-003
0.5367293357849121;1.735999947413802e-003;1.735999947413802e-003;0.3582800030708313;5.022593587636948e-002;1.24398497864604e-002;8.485160768032074e-003;3.675644111353904e-004;1.897783018648624e-003
0.5367674231529236;1.736333360895515e-003;1.736333360895515e-003;0.3599599897861481;5.64672015607357e-002;1.444005873054266e-002;8.688046596944332e-003;7.191098411567509e-004;2.48918030411005e-003
0.5374354124069214;1.737666665576398e-003;1.737666665576398e-003;0.3599599897861481;5.944158509373665e-002;1.479152776300907e-002;1.012757327407599e-002;1.339636743068695e-002;8.656397461891174e-003
0.5374401807785034;1.737999962642789e-003;1.737999962642789e-003;0.3599599897861481;6.412818282842636e-002;1.209186390042305e-002;9.53645259141922e-003;5.272007081657648e-003;5.680296570062637e-003
0.5374518036842346;1.738333376124501e-003;1.738333376124501e-003;0.3599599897861481;6.892836093902588e-002;1.700709946453571e-002;1.761403866112232e-002;4.918436333537102e-002;5.26418462395668e-002
0.5375996232032776;1.738999970257282e-003;1.738999970257282e-003;0.3599599897861481;5.986617878079414e-002;1.526978705078363e-002;1.758315600454807e-002;2.526631206274033e-002;1.211787667125464e-002
0.537646472454071;1.739333383738995e-003;1.739333383738995e-003;0.3599599897861481;5.790090188384056e-002;1.046694815158844e-002;9.582629427313805e-003;8.032094337977469e-004;3.87220224365592e-003
0.5377790927886963;1.739999977871776e-003;1.739999977871776e-003;0.3599599897861481;5.363192409276962e-002;1.188286766409874e-002;7.497444283217192e-003;5.740753840655088e-004;5.061006173491478e-003
0.5378504395484924;1.740333274938166e-003;1.740333274938166e-003;0.3624399900436401;5.703912302851677e-002;1.527649164199829e-002;1.807223260402679e-002;4.96564619243145e-002;7.03793540596962e-002
0.5381496548652649;1.740999985486269e-003;1.740999985486269e-003;0.3624399900436401;5.902573466300964e-002;1.589406654238701e-002;1.793066971004009e-002;5.614932999014854e-002;2.162687107920647e-002
0.5384419560432434;1.741666696034372e-003;1.741666696034372e-003;0.3624399900436401;5.442298948764801e-002;1.16245225071907e-002;9.04339924454689e-003;7.191428449004889e-004;4.56231040880084e-003
0.5386743545532227;1.741999993100762e-003;1.741999993100762e-003;0.3624399900436401;6.864992529153824e-002;1.623113267123699e-002;1.408527139574289e-002;3.163759037852287e-002;1.300040911883116e-002
0.5389238595962524;1.742666703648865e-003;1.742666703648865e-003;0.3624399900436401;6.657172739505768e-002;1.810844801366329e-002;1.213617622852325e-002;3.101451694965363e-002;1.544489338994026e-002
0.539217472076416;1.743333297781646e-003;1.743333297781646e-003;0.3624399900436401;6.121088564395905e-002;1.213266421109438e-002;9.094474837183952e-003;1.608443562872708e-003;1.223768480122089e-002
0.5392407178878784;1.743666711263359e-003;1.743666711263359e-003;0.3624399900436401;5.731863528490067e-002;1.467246469110251e-002;9.69216600060463e-003;1.816723961383104e-003;6.458289455622435e-003
0.5393589735031128;1.74433330539614e-003;1.74433330539614e-003;0.3624399900436401;7.706240564584732e-002;1.749368943274021e-002;1.895141042768955e-002;5.775440856814385e-002;4.045214504003525e-002
0.5395772457122803;1.744666718877852e-003;1.744666718877852e-003;0.3624399900436401;5.340662598609924e-002;1.061810925602913e-002;9.047472849488258e-003;8.129660272970796e-004;2.469147089868784e-003
0.5401297807693481;1.746000023558736e-003;1.746000023558736e-003;0.3624399900436401;6.604016572237015e-002;1.696420647203922e-002;9.075219742953777e-003;2.197980415076017e-003;2.461027586832643e-003
0.5402549505233765;1.747000031173229e-003;1.747000031173229e-003;0.3624399900436401;6.406333297491074e-002;1.211836561560631e-002;8.504473604261875e-003;8.332627476193011e-004;2.499504946172237e-003
0.5402631759643555;1.74733332823962e-003;1.74733332823962e-003;0.3624399900436401;5.272898077964783e-002;9.174888022243977e-003;8.683494292199612e-003;1.856248854892328e-004;8.754435926675797e-003
0.5403376221656799;1.748000038787723e-003;1.748000038787723e-003;0.3624399900436401;4.864492639899254e-002;1.305259391665459e-002;8.986813016235828e-003;5.719162290915847e-004;3.093742299824953e-003
0.5404704213142395;1.748333335854113e-003;1.748333335854113e-003;0.3624399900436401;5.043493211269379e-002;9.010607376694679e-003;9.434684179723263e-003;5.375464679673314e-004;3.2773248385638e-003
0.5405331254005432;1.748666632920504e-003;1.748666632920504e-003;0.3624399900436401;5.884066969156265e-002;1.496908441185951e-002;9.160669520497322e-003;6.665281835012138e-004;5.327488761395216e-003
0.5408971309661865;1.749666640534997e-003;1.749666640534997e-003;0.3641199767589569;6.400224566459656e-002;1.641318202018738e-002;8.920276537537575e-003;7.284957449883223e-003;1.033337693661451e-002
0.5409164428710938;1.749999937601388e-003;1.749999937601388e-003;0.3641199767589569;6.147759035229683e-002;1.163151301443577e-002;9.133548475801945e-003;8.075378136709333e-004;3.18012572824955e-003
0.5411722660064697;1.7503333510831e-003;1.7503333510831e-003;0.3641199767589569;5.890420451760292e-002;1.190492790192366e-002;1.335590425878763e-002;4.745398089289665e-002;8.284336887300015e-003
0.541349470615387;1.75066664814949e-003;1.75066664814949e-003;0.3641199767589569;6.952102482318878e-002;1.635025255382061e-002;1.799937710165978e-002;6.912319362163544e-002;3.598397597670555e-002
0.5415201187133789;1.751333358697593e-003;1.751333358697593e-003;0.3641199767589569;4.821809381246567e-002;1.02474233135581e-002;8.995024487376213e-003;1.297870185226202e-003;7.758278865367174e-003
0.5415433049201965;1.751666655763984e-003;1.751666655763984e-003;0.3641199767589569;5.535599589347839e-002;1.203854847699404e-002;1.419814303517342e-002;2.901098132133484e-002;1.429796312004328e-002
0.5415710806846619;1.751999952830374e-003;1.751999952830374e-003;0.3641199767589569;4.953566938638687e-002;1.094515342265368e-002;8.441385813057423e-003;8.463893318548799e-004;1.480473787523806e-003
0.5417163968086243;1.752999960444868e-003;1.752999960444868e-003;0.3641199767589569;6.00745752453804e-002;1.026153471320868e-002;8.613405749201775e-003;2.787696663290262e-003;4.750341176986694e-003
0.5419335961341858;1.753666670992971e-003;1.753666670992971e-003;0.3641199767589569;5.738814920186997e-002;1.491848193109036e-002;9.522578679025173e-003;1.366707030683756e-002;8.280372247099876e-003
0.5420628190040588;1.753999968059361e-003;1.753999968059361e-003;0.3641199767589569;5.764826759696007e-002;1.047615148127079e-002;8.420040830969811e-003;6.024312693625689e-003;8.000647649168968e-003
0.5423879623413086;1.754333381541073e-003;1.754333381541073e-003;0.3641199767589569;4.843888059258461e-002;1.047236658632755e-002;8.63202940672636e-003;6.589439581148326e-004;1.374117564409971e-003
0.5425085425376892;1.754666678607464e-003;1.754666678607464e-003;0.3641199767589569;5.14475479722023e-002;1.398353185504675e-002;9.264089167118073e-003;4.640834522433579e-004;5.240066442638636e-003
0.5425576567649841;1.754999975673854e-003;1.754999975673854e-003;0.3641199767589569;5.309206992387772e-002;8.873754180967808e-003;8.640683256089687e-003;7.46456440538168e-004;1.833086251281202e-003
0.542583167552948;1.755333272740245e-003;1.755333272740245e-003;0.3641199767589569;8.412999659776688e-002;1.816609688103199e-002;1.796249486505985e-002;6.259202212095261e-002;3.650399670004845e-002
0.5431180596351624;1.756333280354738e-003;1.756333280354738e-003;0.3641199767589569;6.674076616764069e-002;1.456214394420385e-002;1.339729502797127e-002;2.717237733304501e-002;1.629804819822311e-002
0.5432701706886292;1.756666693836451e-003;1.756666693836451e-003;0.3641199767589569;5.411459878087044e-002;1.085936557501555e-002;9.019791148602963e-003;1.270484877750278e-003;1.718692830763757e-003
0.5434260964393616;1.757666701450944e-003;1.757666701450944e-003;0.3641199767589569;5.643216148018837e-002;1.294240821152926e-002;1.712456345558167e-002;5.708224326372147e-002;1.09429145231843e-002
0.5436097383499146;1.758333295583725e-003;1.758333295583725e-003;0.3641199767589569;5.520770698785782e-002;1.031452883034945e-002;9.044298902153969e-003;8.939701365306974e-004;6.05246052145958e-003
0.5436443090438843;1.758666709065437e-003;1.758666709065437e-003;0.3641199767589569;7.510611414909363e-002;1.548044756054878e-002;9.0890908613801e-003;1.71811506152153e-003;8.113653399050236e-003
0.5437568426132202;1.759000006131828e-003;1.759000006131828e-003;0.3641199767589569;5.400000885128975e-002;9.289946407079697e-003;8.526829071342945e-003;1.165524125099182e-003;1.604519784450531e-003
0.5437769293785095;1.759333303198218e-003;1.759333303198218e-003;0.3657999932765961;4.856756329536438e-002;1.040087733417749e-002;8.92132893204689e-003;5.37240703124553e-004;1.731932396069169e-003
0.5438783168792725;1.759666716679931e-003;1.759666716679931e-003;0.3657999932765961;6.486621499061585e-002;1.389774400740862e-002;1.077961921691895e-002;1.583294942975044e-002;7.799768354743719e-003
0.543917179107666;1.760000013746321e-003;1.760000013746321e-003;0.3657999932765961;7.116472721099854e-002;1.694496907293797e-002;1.445616502314806e-002;2.484685368835926e-002;1.37031814083457e-002
